Category,Number of Records,Order Date,Sales Target,Segment
Furniture,1,07-01-2014,31,Consumer
Furniture,1,02-08-2016,185,Corporate
Furniture,1,6/25/2014,52,Home Office
Office Supplies,1,1/24/2014,83,Consumer
Office Supplies,1,10-02-2014,138,Corporate
Technology,1,5/28/2014,648,Consumer
Technology,1,7/27/2015,2550,Corporate
Technology,1,09-01-2014,658,Home Office
Furniture,1,2/16/2014,904,Corporate
Office Supplies,1,8/28/2014,302,Consumer
Office Supplies,1,11/28/2015,30,Corporate
Technology,1,6/29/2016,4969,Corporate
Furniture,1,10-10-2014,28,Consumer
Furniture,1,04-05-2015,350,Home Office
Office Supplies,1,05-04-2014,16,Consumer
Office Supplies,1,11/16/2014,10,Home Office
Technology,1,02-07-2016,385,Home Office
Furniture,1,07-11-2015,25,Consumer
Office Supplies,1,9/22/2015,6,Consumer
Office Supplies,1,1/30/2015,254,Home Office
Technology,1,11-01-2015,376,Consumer
Technology,1,10/26/2016,152,Home Office
Office Supplies,1,8/22/2014,8,Corporate
Office Supplies,1,01-03-2015,106,Home Office
Furniture,1,8/17/2015,1001,Home Office
Office Supplies,1,3/30/2014,22,Home Office
Technology,1,2/16/2014,820,Home Office
Furniture,1,07-12-2014,567,Corporate
Office Supplies,1,02-09-2015,2503,Corporate
Office Supplies,1,06-11-2014,3289,Home Office
Office Supplies,1,07-07-2014,686,Consumer
Office Supplies,1,09-02-2015,110,Corporate
Office Supplies,1,7/14/2016,822,Home Office
Furniture,1,02-12-2015,38,Consumer
Furniture,1,3/20/2016,13,Corporate
Office Supplies,1,01-11-2015,208,Consumer
Office Supplies,1,3/17/2015,4,Corporate
Office Supplies,1,2/23/2014,259,Home Office
Technology,1,9/29/2015,98,Consumer
Technology,1,10-11-2016,97,Home Office
Office Supplies,1,10-04-2015,87,Consumer
Office Supplies,1,01-11-2014,11,Home Office
Technology,1,10/31/2015,238,Consumer
Office Supplies,1,7/22/2014,77,Consumer
Furniture,1,5/23/2015,389,Corporate
Office Supplies,1,02-01-2015,927,Corporate
Furniture,1,7/17/2015,259,Consumer
Furniture,1,2/18/2016,265,Corporate
Office Supplies,1,6/26/2015,130,Consumer
Office Supplies,1,7/16/2014,9,Home Office
Furniture,1,3/17/2016,179,Corporate
Office Supplies,1,03-02-2015,19,Consumer
Office Supplies,1,02-02-2015,98,Corporate
Office Supplies,1,4/30/2015,22,Home Office
Furniture,1,05-08-2015,98,Consumer
Office Supplies,1,02-02-2016,287,Consumer
Office Supplies,1,04-04-2016,449,Corporate
Office Supplies,1,06-01-2014,60,Home Office
Technology,1,12/29/2016,28,Corporate
Furniture,1,4/23/2016,270,Consumer
Office Supplies,1,12-05-2016,65,Consumer
Office Supplies,1,7/24/2014,180,Corporate
Office Supplies,1,4/18/2014,60,Home Office
Technology,1,3/30/2016,272,Consumer
Technology,1,8/18/2014,2805,Home Office
Furniture,1,02-07-2015,328,Consumer
Furniture,1,6/16/2014,85,Corporate
Furniture,1,11-03-2014,38,Home Office
Office Supplies,1,3/13/2016,213,Consumer
Office Supplies,1,10-03-2015,357,Corporate
Office Supplies,1,11/15/2015,909,Home Office
Technology,1,7/28/2015,135,Home Office
Furniture,1,9/23/2014,943,Consumer
Office Supplies,1,8/31/2015,108,Consumer
Office Supplies,1,2/26/2015,21,Corporate
Technology,1,7/25/2015,11,Consumer
Technology,1,12/19/2016,49,Corporate
Furniture,1,01-11-2016,19,Consumer
Furniture,1,9/20/2016,267,Home Office
Office Supplies,1,5/25/2014,736,Consumer
Furniture,1,5/14/2015,109,Consumer
Furniture,1,09-01-2015,423,Home Office
Office Supplies,1,07-12-2014,448,Consumer
Office Supplies,1,5/16/2015,16,Corporate
Office Supplies,1,6/22/2016,3,Home Office
Technology,1,6/29/2015,144,Consumer
Technology,1,4/21/2015,48,Home Office
Office Supplies,1,7/31/2014,75,Consumer
Office Supplies,1,5/31/2015,241,Corporate
Office Supplies,1,12/26/2016,2,Home Office
Technology,1,08-07-2014,486,Consumer
Technology,1,3/13/2015,63,Corporate
Furniture,1,4/23/2014,376,Consumer
Office Supplies,1,7/13/2015,126,Consumer
Office Supplies,1,8/31/2016,120,Home Office
Technology,1,11/20/2016,97,Consumer
Furniture,1,8/17/2014,2,Consumer
Office Supplies,1,7/25/2015,58,Home Office
Furniture,1,1/24/2016,120,Consumer
Furniture,1,07-06-2014,203,Corporate
Office Supplies,1,06-06-2015,163,Consumer
Office Supplies,1,10-05-2014,31,Corporate
Office Supplies,1,02-09-2015,28,Consumer
Office Supplies,1,02-06-2016,13,Corporate
Technology,1,06-07-2015,744,Consumer
Furniture,1,5/29/2016,1059,Corporate
Office Supplies,1,11/15/2014,4,Consumer
Furniture,1,6/16/2014,92,Corporate
Furniture,1,04-02-2015,243,Home Office
Office Supplies,1,4/25/2015,15,Consumer
Office Supplies,1,4/15/2016,129,Corporate
Office Supplies,1,02-07-2014,278,Home Office
Technology,1,3/17/2015,707,Corporate
Furniture,1,11/24/2014,3444,Consumer
Office Supplies,1,8/20/2016,8,Consumer
Technology,1,4/30/2016,45,Home Office
Furniture,1,08-01-2014,131,Corporate
Office Supplies,1,2/19/2014,94,Consumer
Technology,1,10/13/2016,161,Corporate
Furniture,1,06-11-2015,357,Corporate
Office Supplies,1,9/22/2014,53,Consumer
Office Supplies,1,9/27/2015,810,Corporate
Furniture,1,3/31/2014,328,Corporate
Office Supplies,1,11/26/2015,753,Consumer
Office Supplies,1,3/22/2014,30,Corporate
Technology,1,2/18/2015,177,Corporate
Furniture,1,2/27/2015,96,Consumer
Office Supplies,1,11/19/2016,59,Consumer
Office Supplies,1,01-11-2015,31,Corporate
Furniture,1,05-03-2015,667,Corporate
Office Supplies,1,1/26/2015,574,Consumer
Office Supplies,1,4/30/2015,674,Corporate
Office Supplies,1,2/14/2015,7,Home Office
Technology,1,5/31/2015,803,Consumer
Technology,1,06-08-2014,417,Home Office
Furniture,1,11/13/2014,1668,Corporate
Office Supplies,1,3/14/2016,74,Corporate
Technology,1,10/22/2015,454,Consumer
Technology,1,10-07-2015,83,Home Office
Furniture,1,9/27/2015,53,Consumer
Furniture,1,10/31/2015,113,Corporate
Office Supplies,1,02-12-2015,80,Consumer
Office Supplies,1,1/24/2016,38,Corporate
Technology,1,12/27/2014,3091,Home Office
Furniture,1,10/31/2014,193,Corporate
Furniture,1,12/27/2014,316,Home Office
Office Supplies,1,8/19/2015,70,Corporate
Office Supplies,1,12/21/2016,287,Home Office
Technology,1,2/20/2015,178,Home Office
Furniture,1,08-11-2014,187,Corporate
Furniture,1,4/17/2015,7,Home Office
Office Supplies,1,11-11-2014,158,Consumer
Office Supplies,1,11/19/2014,90,Home Office
Furniture,1,05-10-2016,47,Consumer
Furniture,1,5/21/2015,300,Corporate
Office Supplies,1,01-11-2014,126,Consumer
Office Supplies,1,02-07-2014,453,Corporate
Office Supplies,1,10/24/2015,10,Home Office
Technology,1,03-02-2016,78,Consumer
Furniture,1,3/30/2016,413,Home Office
Office Supplies,1,12-12-2014,1645,Corporate
Office Supplies,1,10/25/2014,372,Home Office
Technology,1,5/19/2015,547,Corporate
Furniture,1,5/15/2014,945,Consumer
Furniture,1,12/18/2014,270,Corporate
Office Supplies,1,02-08-2016,350,Consumer
Office Supplies,1,7/29/2015,571,Corporate
Technology,1,9/22/2016,1967,Consumer
Technology,1,09-11-2015,79,Corporate
Furniture,1,3/31/2015,270,Consumer
Office Supplies,1,6/23/2014,84,Consumer
Technology,1,1/23/2016,45,Consumer
Office Supplies,1,01-03-2016,208,Consumer
Furniture,1,10/29/2015,15,Consumer
Furniture,1,12/23/2016,305,Corporate
Office Supplies,1,6/13/2014,3,Consumer
Office Supplies,1,5/24/2015,130,Corporate
Office Supplies,1,04-06-2014,653,Home Office
Technology,1,2/28/2014,385,Consumer
Technology,1,12/14/2014,84,Corporate
Technology,1,8/30/2016,98,Home Office
Furniture,1,1/22/2015,1401,Consumer
Furniture,1,10/22/2016,314,Corporate
Furniture,1,7/17/2016,668,Home Office
Office Supplies,1,2/18/2015,639,Consumer
Office Supplies,1,7/24/2016,388,Corporate
Office Supplies,1,9/25/2014,8,Home Office
Technology,1,4/29/2015,515,Consumer
Technology,1,5/25/2015,571,Corporate
Technology,1,6/28/2016,32,Home Office
Furniture,1,07-02-2015,483,Home Office
Office Supplies,1,10/30/2016,839,Consumer
Office Supplies,1,05-12-2016,44,Corporate
Technology,1,09-05-2016,1157,Consumer
Technology,1,03-07-2014,295,Home Office
Furniture,1,06-10-2016,478,Corporate
Office Supplies,1,5/22/2015,18,Corporate
Furniture,1,12/21/2014,166,Consumer
Office Supplies,1,12-09-2015,79,Consumer
Office Supplies,1,12/16/2016,12,Home Office
Technology,1,02-12-2014,68,Consumer
Furniture,1,06-01-2014,180,Consumer
Office Supplies,1,03-10-2016,60,Consumer
Furniture,1,2/22/2016,20,Consumer
Office Supplies,1,5/24/2014,789,Consumer
Office Supplies,1,03-09-2015,26,Home Office
Technology,1,12/23/2016,116,Consumer
Office Supplies,1,08-05-2016,14,Consumer
Office Supplies,1,8/26/2016,204,Corporate
Technology,1,04-01-2014,25,Consumer
Furniture,1,11-05-2015,487,Consumer
Office Supplies,1,5/16/2016,518,Consumer
Office Supplies,1,3/20/2014,37,Corporate
Office Supplies,1,7/20/2015,53,Home Office
Technology,1,09-10-2016,281,Consumer
Technology,1,12/25/2014,117,Corporate
Technology,1,01-08-2014,535,Home Office
Furniture,1,02-09-2014,302,Consumer
Furniture,1,05-02-2014,548,Corporate
Office Supplies,1,6/18/2014,145,Corporate
Technology,1,2/23/2015,49,Consumer
Technology,1,7/29/2014,473,Corporate
Furniture,1,8/19/2016,64,Consumer
Office Supplies,1,12-09-2014,578,Consumer
Office Supplies,1,2/25/2015,21,Home Office
Furniture,1,05-09-2014,500,Consumer
Furniture,1,11/28/2016,12,Home Office
Office Supplies,1,09-07-2015,34,Consumer
Office Supplies,1,7/15/2015,41,Corporate
Technology,1,08-10-2015,209,Home Office
Furniture,1,5/24/2016,2118,Corporate
Office Supplies,1,2/16/2014,349,Consumer
Office Supplies,1,12-07-2014,2419,Corporate
Technology,1,09-02-2014,152,Consumer
Technology,1,8/30/2016,124,Corporate
Office Supplies,1,6/18/2015,95,Consumer
Office Supplies,1,3/28/2016,24,Home Office
Technology,1,11-04-2015,3,Home Office
Furniture,1,6/22/2014,227,Consumer
Furniture,1,08-01-2015,458,Corporate
Office Supplies,1,9/18/2016,55,Consumer
Office Supplies,1,06-05-2014,61,Corporate
Office Supplies,1,6/20/2014,120,Home Office
Technology,1,7/15/2014,804,Consumer
Technology,1,6/15/2014,1076,Corporate
Furniture,1,04-10-2015,30,Consumer
Furniture,1,07-03-2016,33,Corporate
Office Supplies,1,11/19/2016,22,Consumer
Office Supplies,1,1/16/2016,7,Corporate
Office Supplies,1,01-07-2016,106,Home Office
Technology,1,09-06-2015,73,Corporate
Office Supplies,1,06-05-2015,22,Corporate
Technology,1,08-06-2016,437,Consumer
Furniture,1,9/29/2016,5,Home Office
Office Supplies,1,2/27/2014,23,Home Office
Furniture,1,10-01-2015,1573,Home Office
Office Supplies,1,03-06-2014,116,Consumer
Office Supplies,1,5/14/2015,103,Corporate
Technology,1,5/31/2015,84,Consumer
Technology,1,1/13/2014,401,Corporate
Technology,1,01-11-2015,15,Home Office
Furniture,1,11/14/2016,116,Home Office
Office Supplies,1,10/23/2016,46,Consumer
Office Supplies,1,12/30/2015,771,Corporate
Office Supplies,1,8/22/2016,36,Home Office
Furniture,1,4/26/2015,555,Home Office
Office Supplies,1,03-04-2015,71,Consumer
Office Supplies,1,1/29/2014,1454,Corporate
Office Supplies,1,11-04-2015,32,Home Office
Technology,1,12-08-2016,237,Consumer
Technology,1,2/15/2014,238,Home Office
Furniture,1,12-12-2016,171,Consumer
Furniture,1,6/28/2014,244,Home Office
Office Supplies,1,10-08-2016,331,Consumer
Office Supplies,1,02-04-2014,368,Home Office
Technology,1,05-04-2016,347,Consumer
Furniture,1,2/17/2014,760,Consumer
Furniture,1,04-10-2014,476,Home Office
Office Supplies,1,07-02-2015,102,Consumer
Office Supplies,1,06-07-2015,82,Home Office
Technology,1,10/14/2015,137,Consumer
Furniture,1,3/23/2014,830,Home Office
Office Supplies,1,2/13/2014,169,Consumer
Office Supplies,1,03-05-2014,161,Home Office
Technology,1,5/16/2016,50,Home Office
Furniture,1,04-09-2014,776,Consumer
Furniture,1,5/25/2014,149,Corporate
Office Supplies,1,07-07-2014,22,Consumer
Office Supplies,1,08-04-2015,301,Corporate
Office Supplies,1,12/27/2015,141,Home Office
Technology,1,08-06-2014,45,Consumer
Technology,1,6/26/2014,2860,Corporate
Furniture,1,8/29/2016,1500,Consumer
Office Supplies,1,01-11-2015,239,Consumer
Office Supplies,1,05-02-2016,19,Corporate
Office Supplies,1,05-07-2014,215,Home Office
Technology,1,9/16/2015,657,Consumer
Furniture,1,12/27/2014,169,Consumer
Office Supplies,1,12/28/2016,224,Consumer
Office Supplies,1,02-05-2014,21,Corporate
Technology,1,5/15/2016,3331,Home Office
Furniture,1,6/16/2015,945,Consumer
Office Supplies,1,01-04-2015,41,Consumer
Office Supplies,1,03-07-2016,77,Home Office
Furniture,1,10/26/2014,51,Consumer
Furniture,1,7/20/2015,719,Corporate
Furniture,1,07-02-2016,471,Home Office
Office Supplies,1,07-03-2014,362,Consumer
Office Supplies,1,12/26/2014,263,Corporate
Office Supplies,1,10-04-2014,6,Home Office
Technology,1,01-05-2014,194,Corporate
Office Supplies,1,11-01-2014,134,Consumer
Technology,1,4/20/2014,796,Consumer
Furniture,1,9/17/2014,16,Consumer
Office Supplies,1,03-08-2014,42,Consumer
Office Supplies,1,5/19/2016,569,Home Office
Furniture,1,05-01-2016,449,Home Office
Office Supplies,1,12/18/2015,36,Consumer
Office Supplies,1,8/23/2014,48,Home Office
Furniture,1,4/26/2015,436,Consumer
Office Supplies,1,2/26/2014,194,Consumer
Office Supplies,1,12-07-2015,535,Corporate
Furniture,1,1/23/2014,1094,Consumer
Office Supplies,1,5/26/2014,96,Home Office
Technology,1,5/18/2016,146,Consumer
Furniture,1,10/20/2015,563,Consumer
Furniture,1,5/16/2016,282,Corporate
Office Supplies,1,02-06-2016,339,Consumer
Office Supplies,1,2/21/2016,1020,Corporate
Office Supplies,1,9/25/2014,22,Home Office
Technology,1,04-08-2015,1734,Consumer
Technology,1,04-10-2016,473,Home Office
Furniture,1,11/26/2015,131,Corporate
Furniture,1,08-11-2015,172,Home Office
Office Supplies,1,03-09-2015,21,Consumer
Office Supplies,1,01-06-2015,19,Corporate
Technology,1,03-12-2014,1249,Corporate
Furniture,1,05-02-2015,732,Consumer
Furniture,1,8/31/2015,697,Corporate
Office Supplies,1,12/31/2016,1904,Consumer
Office Supplies,1,11-01-2014,1225,Corporate
Technology,1,12-02-2014,54,Consumer
Furniture,1,8/30/2015,1458,Consumer
Furniture,1,2/29/2016,21,Corporate
Furniture,1,4/24/2016,531,Home Office
Office Supplies,1,11/22/2015,490,Consumer
Office Supplies,1,3/17/2015,1020,Corporate
Office Supplies,1,05-04-2016,78,Home Office
Technology,1,02-01-2014,1072,Home Office
Office Supplies,1,05-01-2016,589,Home Office
Office Supplies,1,10-05-2014,186,Home Office
Furniture,1,10/20/2016,729,Consumer
Furniture,1,12/22/2014,230,Home Office
Office Supplies,1,6/16/2015,76,Consumer
Office Supplies,1,3/22/2016,295,Corporate
Office Supplies,1,8/21/2016,90,Home Office
Technology,1,8/25/2016,518,Consumer
Technology,1,4/16/2015,573,Corporate
Technology,1,2/22/2014,3837,Home Office
Furniture,1,5/14/2015,286,Corporate
Office Supplies,1,05-11-2014,56,Corporate
Technology,1,01-12-2015,80,Corporate
Furniture,1,11/24/2015,307,Consumer
Office Supplies,1,07-10-2015,17,Corporate
Furniture,1,01-06-2014,87,Consumer
Office Supplies,1,9/28/2015,48,Consumer
Technology,1,8/17/2015,1167,Consumer
Technology,1,11-07-2016,270,Corporate
Furniture,1,05-02-2015,210,Consumer
Furniture,1,2/21/2016,118,Corporate
Furniture,1,12/25/2015,155,Home Office
Office Supplies,1,9/27/2016,902,Consumer
Office Supplies,1,6/17/2015,173,Corporate
Office Supplies,1,11-01-2016,167,Home Office
Technology,1,10/29/2014,52,Consumer
Technology,1,4/24/2014,155,Corporate
Furniture,1,12/17/2014,569,Home Office
Office Supplies,1,11-06-2014,877,Consumer
Office Supplies,1,11-04-2015,62,Corporate
Technology,1,02-03-2014,268,Consumer
Furniture,1,6/13/2016,18,Consumer
Office Supplies,1,08-05-2014,42,Corporate
Office Supplies,1,4/21/2014,328,Home Office
Office Supplies,1,6/23/2016,32,Consumer
Office Supplies,1,1/22/2014,196,Corporate
Technology,1,10/26/2015,143,Consumer
Technology,1,10-01-2016,1482,Corporate
Office Supplies,1,2/24/2015,4,Consumer
Furniture,1,6/13/2016,90,Consumer
Office Supplies,1,09-05-2014,352,Corporate
Technology,1,12-09-2016,43,Consumer
Furniture,1,07-03-2014,686,Consumer
Office Supplies,1,9/15/2015,405,Consumer
Technology,1,1/14/2016,2601,Consumer
Furniture,1,06-05-2014,965,Consumer
Furniture,1,6/15/2016,943,Corporate
Office Supplies,1,10/28/2015,44,Consumer
Office Supplies,1,3/19/2015,183,Corporate
Technology,1,3/25/2016,45,Consumer
Furniture,1,5/31/2015,326,Consumer
Office Supplies,1,07-11-2015,3,Home Office
Furniture,1,03-02-2016,7,Consumer
Furniture,1,3/25/2016,1111,Corporate
Furniture,1,8/24/2014,33,Home Office
Office Supplies,1,9/15/2014,88,Corporate
Office Supplies,1,08-03-2016,105,Home Office
Technology,1,11/19/2014,712,Home Office
Furniture,1,07-10-2015,1444,Consumer
Office Supplies,1,11/26/2015,28,Consumer
Technology,1,7/14/2014,582,Consumer
Furniture,1,2/27/2015,9,Consumer
Furniture,1,6/28/2015,499,Corporate
Office Supplies,1,1/31/2015,73,Consumer
Office Supplies,1,09-01-2016,1220,Corporate
Technology,1,3/29/2015,386,Corporate
Furniture,1,4/15/2015,642,Consumer
Office Supplies,1,1/14/2015,418,Consumer
Office Supplies,1,7/27/2014,97,Corporate
Office Supplies,1,01-02-2016,284,Home Office
Technology,1,8/18/2016,358,Consumer
Technology,1,06-08-2016,1773,Corporate
Technology,1,01-02-2015,215,Home Office
Furniture,1,10/27/2015,579,Consumer
Technology,1,12/26/2014,30,Corporate
Office Supplies,1,10-06-2016,182,Consumer
Office Supplies,1,11-06-2014,124,Corporate
Office Supplies,1,07-07-2014,14,Home Office
Technology,1,08-11-2016,174,Consumer
Technology,1,04-12-2016,380,Home Office
Technology,1,8/14/2014,2112,Corporate
Furniture,1,5/27/2016,151,Consumer
Furniture,1,5/14/2014,289,Home Office
Office Supplies,1,6/23/2015,356,Consumer
Furniture,1,3/25/2015,351,Corporate
Technology,1,9/13/2016,1551,Corporate
Furniture,1,1/20/2016,331,Consumer
Office Supplies,1,8/15/2015,36,Consumer
Technology,1,4/22/2015,841,Consumer
Office Supplies,1,7/24/2014,22,Corporate
Technology,1,01-11-2014,1214,Corporate
Furniture,1,06-11-2014,356,Consumer
Office Supplies,1,10-11-2015,249,Consumer
Office Supplies,1,05-04-2014,3,Corporate
Technology,1,02-05-2014,500,Consumer
Technology,1,9/24/2014,121,Corporate
Office Supplies,1,8/17/2016,385,Consumer
Office Supplies,1,8/29/2014,74,Home Office
Technology,1,10-02-2015,83,Consumer
Furniture,1,7/17/2014,35,Consumer
Office Supplies,1,5/22/2015,48,Consumer
Office Supplies,1,5/25/2015,217,Corporate
Office Supplies,1,10-07-2015,873,Home Office
Technology,1,12-03-2015,309,Consumer
Technology,1,8/17/2016,45,Home Office
Office Supplies,1,2/19/2016,192,Consumer
Office Supplies,1,3/22/2015,90,Corporate
Technology,1,9/26/2016,335,Consumer
Technology,1,07-05-2014,1426,Corporate
Furniture,1,5/14/2016,283,Consumer
Office Supplies,1,4/13/2014,175,Consumer
Office Supplies,1,06-09-2016,14,Corporate
Technology,1,03-11-2014,37,Consumer
Office Supplies,1,11/19/2016,20,Corporate
Office Supplies,1,11/18/2014,254,Consumer
Office Supplies,1,7/25/2016,15,Corporate
Office Supplies,1,12-06-2016,150,Home Office
Technology,1,12/26/2016,73,Consumer
Furniture,1,12/19/2015,160,Consumer
Office Supplies,1,04-06-2016,75,Consumer
Office Supplies,1,10/23/2015,118,Corporate
Office Supplies,1,4/27/2016,275,Home Office
Technology,1,01-12-2014,775,Home Office
Furniture,1,12-07-2015,223,Consumer
Office Supplies,1,07-12-2014,1729,Consumer
Technology,1,7/14/2014,1294,Consumer
Furniture,1,1/23/2016,106,Consumer
Office Supplies,1,1/22/2014,64,Consumer
Office Supplies,1,4/20/2015,174,Corporate
Technology,1,1/19/2015,1294,Consumer
Office Supplies,1,12/29/2014,48,Corporate
Office Supplies,1,06-10-2016,443,Home Office
Technology,1,06-05-2015,135,Corporate
Furniture,1,1/19/2016,56,Consumer
Furniture,1,7/30/2015,1922,Corporate
Office Supplies,1,10/21/2014,939,Consumer
Office Supplies,1,1/22/2014,252,Corporate
Technology,1,03-03-2014,689,Consumer
Furniture,1,6/24/2016,501,Consumer
Office Supplies,1,11/15/2015,2068,Consumer
Office Supplies,1,12/17/2016,56,Corporate
Technology,1,7/26/2016,1,Consumer
Furniture,1,12-06-2014,360,Consumer
Office Supplies,1,12-06-2016,20,Consumer
Office Supplies,1,3/31/2014,97,Consumer
Office Supplies,1,6/19/2015,2000,Corporate
Office Supplies,1,10/20/2015,74,Consumer
Furniture,1,01-08-2016,4151,Consumer
Furniture,1,03-03-2014,444,Corporate
Furniture,1,08-08-2015,89,Home Office
Office Supplies,1,8/25/2014,4306,Corporate
Office Supplies,1,11-03-2014,165,Home Office
Technology,1,04-12-2015,71,Corporate
Technology,1,10-12-2014,85,Home Office
Furniture,1,4/23/2014,206,Corporate
Office Supplies,1,1/17/2015,271,Consumer
Office Supplies,1,1/17/2016,3589,Corporate
Office Supplies,1,6/23/2014,313,Home Office
Technology,1,12/29/2014,23,Consumer
Technology,1,2/25/2014,2045,Corporate
Office Supplies,1,04-08-2014,119,Consumer
Office Supplies,1,12-01-2015,376,Corporate
Office Supplies,1,7/13/2015,225,Consumer
Office Supplies,1,4/26/2016,293,Corporate
Technology,1,3/23/2016,100,Corporate
Technology,1,11/18/2014,37,Home Office
Furniture,1,11/24/2014,1493,Consumer
Furniture,1,06-11-2016,330,Corporate
Furniture,1,01-01-2016,115,Home Office
Office Supplies,1,6/16/2016,5160,Consumer
Office Supplies,1,3/24/2015,670,Corporate
Office Supplies,1,01-03-2015,255,Home Office
Technology,1,02-06-2015,410,Consumer
Technology,1,5/29/2014,34,Corporate
Furniture,1,03-02-2015,218,Consumer
Furniture,1,07-11-2014,277,Home Office
Furniture,1,6/21/2016,2,Consumer
Office Supplies,1,9/15/2015,231,Consumer
Technology,1,4/29/2016,3975,Consumer
Office Supplies,1,12-06-2016,604,Consumer
Office Supplies,1,10/22/2016,28,Corporate
Furniture,1,5/13/2014,113,Consumer
Office Supplies,1,04-08-2014,254,Consumer
Furniture,1,6/19/2014,67,Consumer
Office Supplies,1,12/27/2016,50,Home Office
Technology,1,2/25/2014,78,Home Office
Furniture,1,11-12-2015,130,Consumer
Furniture,1,4/19/2014,1764,Corporate
Office Supplies,1,8/30/2014,25,Consumer
Office Supplies,1,05-04-2016,1662,Corporate
Office Supplies,1,3/22/2016,110,Home Office
Technology,1,11-04-2014,2180,Corporate
Technology,1,1/26/2015,351,Home Office
Furniture,1,9/26/2016,1240,Home Office
Office Supplies,1,9/29/2016,53,Consumer
Office Supplies,1,07-02-2016,214,Home Office
Technology,1,1/16/2014,32,Home Office
Furniture,1,1/14/2014,158,Corporate
Office Supplies,1,1/24/2016,96,Corporate
Furniture,1,2/18/2015,501,Corporate
Office Supplies,1,12/16/2015,1135,Consumer
Office Supplies,1,09-05-2016,157,Corporate
Office Supplies,1,3/25/2014,11,Home Office
Technology,1,4/17/2015,647,Consumer
Technology,1,08-06-2015,607,Home Office
Furniture,1,1/14/2016,552,Consumer
Furniture,1,03-02-2014,295,Corporate
Office Supplies,1,06-09-2014,20,Consumer
Office Supplies,1,02-04-2014,327,Corporate
Office Supplies,1,7/25/2015,7,Home Office
Technology,1,8/31/2015,21,Consumer
Furniture,1,06-06-2016,237,Consumer
Furniture,1,01-12-2014,1689,Corporate
Furniture,1,2/16/2014,706,Home Office
Office Supplies,1,02-08-2014,1870,Consumer
Office Supplies,1,5/13/2014,347,Corporate
Office Supplies,1,7/20/2016,543,Home Office
Technology,1,07-11-2015,225,Consumer
Technology,1,03-01-2016,544,Corporate
Technology,1,8/19/2014,3097,Home Office
Furniture,1,6/15/2015,359,Consumer
Furniture,1,7/26/2016,251,Home Office
Office Supplies,1,8/16/2015,64,Consumer
Office Supplies,1,5/24/2015,16,Corporate
Office Supplies,1,05-06-2015,523,Home Office
Technology,1,4/28/2016,111,Corporate
Technology,1,10/26/2016,242,Home Office
Furniture,1,01-05-2016,1654,Consumer
Furniture,1,10-12-2015,2298,Corporate
Office Supplies,1,03-06-2014,1255,Consumer
Office Supplies,1,12/29/2016,163,Corporate
Office Supplies,1,04-12-2014,37,Home Office
Technology,1,01-06-2014,115,Consumer
Technology,1,09-03-2016,44,Home Office
Office Supplies,1,05-03-2015,79,Consumer
Office Supplies,1,3/18/2014,138,Home Office
Technology,1,01-05-2015,92,Consumer
Furniture,1,08-10-2014,400,Consumer
Office Supplies,1,11-12-2015,153,Consumer
Office Supplies,1,10-03-2016,576,Corporate
Office Supplies,1,1/30/2015,1559,Home Office
Technology,1,10/14/2014,930,Consumer
Furniture,1,1/19/2015,819,Consumer
Furniture,1,7/16/2014,246,Corporate
Office Supplies,1,01-09-2015,153,Corporate
Office Supplies,1,4/27/2015,57,Home Office
Technology,1,11-03-2016,264,Consumer
Technology,1,09-10-2016,457,Corporate
Technology,1,6/17/2014,162,Home Office
Furniture,1,1/18/2014,324,Consumer
Furniture,1,8/13/2016,138,Corporate
Office Supplies,1,05-04-2014,612,Consumer
Office Supplies,1,06-11-2014,849,Corporate
Technology,1,11/25/2016,2667,Corporate
Furniture,1,01-07-2016,384,Corporate
Office Supplies,1,11-07-2015,366,Consumer
Office Supplies,1,04-10-2015,96,Corporate
Office Supplies,1,01-08-2015,694,Home Office
Technology,1,3/16/2014,678,Consumer
Technology,1,6/22/2015,157,Corporate
Furniture,1,3/28/2016,832,Consumer
Furniture,1,5/16/2016,2116,Home Office
Office Supplies,1,12-06-2014,2130,Consumer
Office Supplies,1,1/22/2015,17,Corporate
Office Supplies,1,04-03-2015,218,Home Office
Technology,1,12-09-2016,76,Consumer
Technology,1,10-10-2016,157,Corporate
Furniture,1,10-03-2016,8,Consumer
Office Supplies,1,1/15/2014,369,Consumer
Office Supplies,1,2/17/2014,94,Corporate
Office Supplies,1,2/14/2016,14,Consumer
Furniture,1,04-05-2014,229,Consumer
Furniture,1,10/28/2016,595,Home Office
Office Supplies,1,1/29/2016,193,Consumer
Office Supplies,1,10/19/2014,936,Corporate
Office Supplies,1,06-07-2014,96,Home Office
Technology,1,1/29/2014,231,Consumer
Technology,1,6/25/2015,887,Corporate
Technology,1,02-01-2016,983,Home Office
Furniture,1,10/31/2016,1819,Consumer
Furniture,1,8/21/2016,600,Corporate
Furniture,1,07-09-2016,350,Home Office
Office Supplies,1,06-11-2015,3064,Consumer
Office Supplies,1,11-07-2015,122,Corporate
Office Supplies,1,12/21/2016,38,Home Office
Technology,1,8/30/2014,763,Consumer
Technology,1,07-02-2015,400,Corporate
Technology,1,02-01-2016,65,Home Office
Furniture,1,10/25/2014,24,Consumer
Office Supplies,1,10-06-2016,580,Consumer
Office Supplies,1,1/14/2015,36,Corporate
Office Supplies,1,09-05-2015,19,Home Office
